name,rating,reviews,phone,website,maps_url
Dr.U.Mohan Rau Memorial Hospital,4.6,(457),044 2641 1621,http://www.mohanraohospital.com/,https://www.google.com/maps/place/Dr.U.Mohan+Rau+Memorial+Hospital/data=!4m7!3m6!1s0x3a52660a581f2903:0x7e9ac435f0bedd9d!8m2!3d13.079569!4d80.2572669!16s%2Fg%2F1v16nqsp!19sChIJAykfWApmUjoRnd2-8DXEmn4?authuser=0&hl=en&rclk=1
ABC MULTI-SPECIALITY HOSPITAL,4.4,(54),087785 01016,,https://www.google.com/maps/place/ABC+MULTI-SPECIALITY+HOSPITAL/data=!4m7!3m6!1s0x3a5261db908a41e1:0x5506b82101830522!8m2!3d13.043973!4d80.1764839!16s%2Fg%2F11s8kbbtq9!19sChIJ4UGKkNthUjoRIgWDASG4BlU?authuser=0&hl=en&rclk=1
Eswar Medical Foundation,4.2,(519),097509 10351,,https://www.google.com/maps/place/Eswar+Medical+Foundation/data=!4m7!3m6!1s0x3a52648dd400006d:0xa8eb0d24d18df6d2!8m2!3d13.1217541!4d80.2238849!16s%2Fg%2F1hhw9__77!19sChIJbQAA1I1kUjoR0vaN0SQN66g?authuser=0&hl=en&rclk=1
G.G.HOSPITAL,4.3,(400),099622 29940,http://gghospital.in/,https://www.google.com/maps/place/G.G.HOSPITAL/data=!4m7!3m6!1s0x3a5266416932bcc3:0x33d56a78bd08a9fe!8m2!3d13.0554233!4d80.2476568!16s%2Fg%2F1tdy2xfg!19sChIJw7wyaUFmUjoR_qkIvXhq1TM?authuser=0&hl=en&rclk=1
Sen Hospital,4.3,(282),044 2558 6896,https://www.senhospital.in/,https://www.google.com/maps/place/Sen+Hospital/data=!4m7!3m6!1s0x3a5265b0be5f5e59:0x1d547397bd123d34!8m2!3d13.110833!4d80.2419017!16s%2Fg%2F1vp6ym8n!19sChIJWV5fvrBlUjoRND0SvZdzVB0?authuser=0&hl=en&rclk=1
Arun Hospital,4.5,(527),044 2277 0070,,https://www.google.com/maps/place/Arun+Hospital/data=!4m7!3m6!1s0x3a525c19218485f3:0x9d38f57c86733aac!8m2!3d12.9148918!4d80.1947118!16s%2Fg%2F124svltq9!19sChIJ84WEIRlcUjoRrDpzhnz1OJ0?authuser=0&hl=en&rclk=1
ACS Medical College and Hospital,3.6,(451),044 2680 0113,http://www.acsmch.ac.in/,https://www.google.com/maps/place/ACS+Medical+College+and+Hospital/data=!4m7!3m6!1s0x3a526196c7ca55c3:0xf512b93a038bd675!8m2!3d13.0579493!4d80.1273321!16s%2Fg%2F1hdzs5rt0!19sChIJw1XKx5ZhUjoRddaLAzq5EvU?authuser=0&hl=en&rclk=1
VHM Hospital Pvt. Ltd.,3.7,(155),044 2364 4777,https://www.vhmhospitals.com/,https://www.google.com/maps/place/VHM+Hospital+Pvt.+Ltd./data=!4m7!3m6!1s0x3a5266cfee2f7bab:0x60fbd75eea33a53e!8m2!3d13.0461857!4d80.1979566!16s%2Fg%2F1hf3rj9_y!19sChIJq3sv7s9mUjoRPqUz6l7X-2A?authuser=0&hl=en&rclk=1
Life Care Hospital,4.1,(116),091502 74443,http://www.lifecarehospitalpudupet.com/,https://www.google.com/maps/place/Life+Care+Hospital/data=!4m7!3m6!1s0x3a52660fb9355b1b:0x4381a2ea1257f265!8m2!3d13.0703891!4d80.2656146!16s%2Fg%2F11fnw19qpp!19sChIJG1s1uQ9mUjoRZfJXEuqigUM?authuser=0&hl=en&rclk=1
New Hope Medical Centre,3.9,(644),044 2532 1532,http://www.newhopemedicalcentre.com/,https://www.google.com/maps/place/New+Hope+Medical+Centre/data=!4m7!3m6!1s0x3a526677794efc17:0x4e5b602571e8119!8m2!3d13.0777063!4d80.2415533!16s%2Fg%2F1td40xxg!19sChIJF_xOeXdmUjoRGYEeVwK25QQ?authuser=0&hl=en&rclk=1
Kanaga Hospital - Kovur - Multispeciality,3.4,(72),095662 56975,http://www.kanagahospitals.com/,https://www.google.com/maps/place/Kanaga+Hospital+-+Kovur+-+Multispeciality/data=!4m7!3m6!1s0x3a5261221f066361:0xab26c00045a0107!8m2!3d13.0098616!4d80.1221159!16s%2Fg%2F11nnvs5wdd!19sChIJYWMGHyJhUjoRBwFaBABssgo?authuser=0&hl=en&rclk=1
Girishwari Hospitals,4.1,(207),044 2434 1780,https://www.girishwarihospital.com/,https://www.google.com/maps/place/Girishwari+Hospitals/data=!4m7!3m6!1s0x3a5267b52627862d:0xe7d991876cbe1130!8m2!3d13.0351115!4d80.2518706!16s%2Fg%2F124y9_h7n!19sChIJLYYnJrVnUjoRMBG-bIeR2ec?authuser=0&hl=en&rclk=1
Government Royapettah Hospital,3.7,(431),044 2848 3051,http://www.tn.gov.in/,https://www.google.com/maps/place/Government+Royapettah+Hospital/data=!4m7!3m6!1s0x3a52663cb68edd87:0x82259cfc39d0514!8m2!3d13.0552786!4d80.2648512!16s%2Fm%2F0t_dfcg!19sChIJh92OtjxmUjoRFAWdw89ZIgg?authuser=0&hl=en&rclk=1
Varamm Healthcare Pvt Ltd - Multispecialty Hospital Korattur,4.7,(403),090479 98865,http://www.varammhealthcare.com/,https://www.google.com/maps/place/Varamm+Healthcare+Pvt+Ltd+-+Multispecialty+Hospital+Korattur/data=!4m7!3m6!1s0x3a52650e34ef1199:0xd4bddde9742359ef!8m2!3d13.1099565!4d80.1836659!16s%2Fg%2F11jx32nntl!19sChIJmRHvNA5lUjoR71kjdOndvdQ?authuser=0&hl=en&rclk=1
ASTRA Speciality Hospital - Best Orthopedic Surgeon,4.3,(306),096771 11775,https://www.astrahospital.com/,https://www.google.com/maps/place/ASTRA+Speciality+Hospital+-+Best+Orthopedic+Surgeon/data=!4m7!3m6!1s0x3a525b94f2bf65bf:0x38ea87a0dec49caa!8m2!3d12.8792265!4d80.2122683!16s%2Fg%2F11c3489xh_!19sChIJv2W_8pRbUjoRqpzE3qCH6jg?authuser=0&hl=en&rclk=1
Vignesh Hospital,4.2,(440),095000 65170,,https://www.google.com/maps/place/Vignesh+Hospital/data=!4m7!3m6!1s0x3a5260d8c5b9b1b9:0xda4dfb8f617b0ef9!8m2!3d13.0309824!4d80.1714823!16s%2Fg%2F1tgplg3l!19sChIJubG5xdhgUjoR-Q57YY_7Tdo?authuser=0&hl=en&rclk=1
RSR Trinity Acute Care Hospital,4.4,(288),094440 99880,https://rsrtrinity.com/,https://www.google.com/maps/place/RSR+Trinity+Acute+Care+Hospital/data=!4m7!3m6!1s0x3a5267d3c05b4f89:0x22d057e52b0c8968!8m2!3d13.0386351!4d80.257815!16s%2Fg%2F1hc180r09!19sChIJiU9bwNNnUjoRaIkMK-VX0CI?authuser=0&hl=en&rclk=1
Aakash Hospital,4.0,(776),044 4930 4242,http://www.aakashhospital.in/,https://www.google.com/maps/place/Aakash+Hospital/data=!4m7!3m6!1s0x3a526fdeab7b62c9:0x828e57126bd21b32!8m2!3d13.1695334!4d80.3043008!16s%2Fg%2F1tctk69s!19sChIJyWJ7q95vUjoRMhvSaxJXjoI?authuser=0&hl=en&rclk=1
ANN Hospital,3.8,(570),072999 92839,https://annhospital.in/,https://www.google.com/maps/place/ANN+Hospital/data=!4m7!3m6!1s0x3a52612f10a4920d:0xbabe5d71b9df8464!8m2!3d13.0406203!4d80.1784037!16s%2Fg%2F11xc65gzx!19sChIJDZKkEC9hUjoRZITfuXFdvro?authuser=0&hl=en&rclk=1
Rakshith Hospital,4.1,(314),091760 01115,https://www.rakshithhospital.com/,https://www.google.com/maps/place/Rakshith+Hospital/data=!4m7!3m6!1s0x3a52612deaaaaaab:0x7dace72f9cd5e1d0!8m2!3d13.0422286!4d80.1776953!16s%2Fg%2F1tfgbnkw!19sChIJq6qq6i1hUjoR0OHVnC_nrH0?authuser=0&hl=en&rclk=1
Aakash Multispeciality Hospital,4.6,(68),044 2440 4444,,https://www.google.com/maps/place/Aakash+Multispeciality+Hospital/data=!4m7!3m6!1s0x3a5267ff54223f7b:0x4c8236557517dc4c!8m2!3d13.0144551!4d80.2478458!16s%2Fg%2F11gy3mvl0j!19sChIJez8iVP9nUjoRTNwXdVU2gkw?authuser=0&hl=en&rclk=1
K L Hospital,3.6,(326),,,https://www.google.com/maps/place/K+L+Hospital/data=!4m7!3m6!1s0x3a525d21fb20ff59:0xea3c4f7425b1daa0!8m2!3d12.9482858!4d80.2546438!16s%2Fg%2F11bzx8b7sz!19sChIJWf8g-yFdUjoRoNqxJXRPPOo?authuser=0&hl=en&rclk=1
Sugan Hospital,4.2,(569),088389 25613,https://suganhospitals.com/,https://www.google.com/maps/place/Sugan+Hospital/data=!4m7!3m6!1s0x3a525d1eda2c5d87:0x4b4278b9ad564e9b!8m2!3d12.9495185!4d80.2512821!16s%2Fg%2F1pp2xb9kd!19sChIJh10s2h5dUjoRm05Wrbl4Qks?authuser=0&hl=en&rclk=1
PM Hospital Adyar,3.5,(241),094445 31111,,https://www.google.com/maps/place/PM+Hospital+Adyar/data=!4m7!3m6!1s0x3a5267f33d1b3119:0xbea604f3fdee16f7!8m2!3d12.9997686!4d80.2559544!16s%2Fg%2F1tj44b6j!19sChIJGTEbPfNnUjoR9xbu_fMEpr4?authuser=0&hl=en&rclk=1
SRM General Hospital,4.7,"(3,100)",044 4743 2350,https://www.srmhospital.co.in/,https://www.google.com/maps/place/SRM+General+Hospital/data=!4m7!3m6!1s0x3a52f70b53105bc7:0xc5d8b72fb4218091!8m2!3d12.8229418!4d80.0479642!16s%2Fg%2F1hf2ghggg!19sChIJx1sQUwv3UjoRkYAhtC-32MU?authuser=0&hl=en&rclk=1
New Life Hospital,2.8,(660),,http://newlifehospitals.net/,https://www.google.com/maps/place/New+Life+Hospital/data=!4m7!3m6!1s0x3a525ee8d10f5f29:0x7daee159af9a5005!8m2!3d12.9226173!4d80.1522375!16s%2Fg%2F11tsvcyb7n!19sChIJKV8P0eheUjoRBVCar1nhrn0?authuser=0&hl=en&rclk=1
Sri Lakshmi Multi Speciality Hospital,3.0,(229),044 3142 6239,,https://www.google.com/maps/place/Sri+Lakshmi+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3a525d13acc112cb:0xe6f50387fa55e5ef!8m2!3d12.9640747!4d80.2462146!16s%2Fg%2F1pt_gxzkr!19sChIJyxLBrBNdUjoR7-VV-ocD9eY?authuser=0&hl=en&rclk=1
J. V. Hospitals,4.2,(335),044 2483 3998,https://jvhospitals.com/,https://www.google.com/maps/place/J.+V.+Hospitals/data=!4m7!3m6!1s0x3a5266f65d12fdab:0x7896132e689cfd0f!8m2!3d13.0506077!4d80.2298597!16s%2Fm%2F0h37hs4!19sChIJq_0SXfZmUjoRD_2caC4Tlng?authuser=0&hl=en&rclk=1
Govt. Kilpauk Hospital,3.5,(48),044 2836 4951,,https://www.google.com/maps/place/Govt.+Kilpauk+Hospital/data=!4m7!3m6!1s0x3a52667a1976af25:0x9d141e17b0d6cb0f!8m2!3d13.0769374!4d80.242249!16s%2Fg%2F11bwl01qmb!19sChIJJa92GXpmUjoRD8vWsBceFJ0?authuser=0&hl=en&rclk=1
SN Hospital,4.9,(76),044 3562 7807,,https://www.google.com/maps/place/SN+Hospital/data=!4m7!3m6!1s0x3a525d0b4a1002c5:0xa309cdb5c7ac2434!8m2!3d13.0331498!4d80.1350511!16s%2Fg%2F11qbgv4v68!19sChIJxQIQSgtdUjoRNCSsx7XNCaM?authuser=0&hl=en&rclk=1
Apollo Heart Centre | Best Heart Hospital in Chennai,4.3,(551),080 6297 2805,https://www.apollohospitals.com/chennai/hospitals/apollo-heart-centre/,https://www.google.com/maps/place/Apollo+Heart+Centre+%7C+Best+Heart+Hospital+in+Chennai/data=!4m7!3m6!1s0x3a52666aca94388b:0x552ea74a94edf33!8m2!3d13.0607491!4d80.2542679!16s%2Fg%2F11fnw1dnwb!19sChIJiziUympmUjoRM99OqXTqUgU?authuser=0&hl=en&rclk=1
K.J. Hospital Research & Postgraduate Centre,4.3,(27),044 2641 1513,http://www.kjresearchfoundation.com/kjfoundation/curriculum-vitae.aspx,https://www.google.com/maps/place/K.J.+Hospital+Research+%26+Postgraduate+Centre/data=!4m7!3m6!1s0x3a5264368240ce6f:0x94a260f4bd9c36c5!8m2!3d13.0792152!4d80.2526451!16s%2Fg%2F1tl9k_mr!19sChIJb85AgjZkUjoRxTacvfRgopQ?authuser=0&hl=en&rclk=1
St. Anthony's Hospital,3.2,(357),044 2559 3392,,https://www.google.com/maps/place/St.+Anthony%27s+Hospital/data=!4m7!3m6!1s0x3a5267c6a77e63c5:0x9f3c3bc017cbe036!8m2!3d13.1393683!4d80.2380281!16s%2Fg%2F1tg_dgrm!19sChIJxWN-p8ZnUjoRNuDLF8A7PJ8?authuser=0&hl=en&rclk=1
Srinivasan Rajalakshmi Memorial Hospital,4.2,(154),098401 17136,http://srmh.in/,https://www.google.com/maps/place/Srinivasan+Rajalakshmi+Memorial+Hospital/data=!4m7!3m6!1s0x3a525e09d076ca8f:0xf8209802f4e652d4!8m2!3d12.9733738!4d80.1875919!16s%2Fg%2F1hc3hfl87!19sChIJj8p20AleUjoR1FLm9AKYIPg?authuser=0&hl=en&rclk=1
SUKRA HOSPITAL,4.7,(359),088380 88985,http://sukrahospital.com/,https://www.google.com/maps/place/SUKRA+HOSPITAL/data=!4m7!3m6!1s0x3a525dcdf7500619:0x66d9d527b9409be5!8m2!3d12.9462653!4d80.1985483!16s%2Fg%2F11c6v9wrgg!19sChIJGQZQ981dUjoR5ZtAuSfV2WY?authuser=0&hl=en&rclk=1
Ark Hospital,3.9,(88),082206 00465,https://arkhospital.co.in/,https://www.google.com/maps/place/Ark+Hospital/data=!4m7!3m6!1s0x3a525d81a42f6fb1:0xdb4679349a79dc6b!8m2!3d12.9856482!4d80.2292969!16s%2Fg%2F11b63f8z53!19sChIJsW8vpIFdUjoRa9x5mjR5Rts?authuser=0&hl=en&rclk=1
Anitha Hospital,3.9,(106),094443 88029,,https://www.google.com/maps/place/Anitha+Hospital/data=!4m7!3m6!1s0x3a525d94f32a6e3d:0x1feb5d71fd3f5178!8m2!3d12.9703127!4d80.2120056!16s%2Fg%2F11b62ys04f!19sChIJPW4q85RdUjoReFE__XFd6x8?authuser=0&hl=en&rclk=1
"Apollo Cradle & Children's Hospital in Karapakkam, Chennai",4.7,"(5,082)",098216 56657,https://www.apollocradle.com/chennai/karapakkam/our-hospitals/maternity-hospital-in-karapakkam,"https://www.google.com/maps/place/Apollo+Cradle+%26+Children%27s+Hospital+in+Karapakkam,+Chennai/data=!4m7!3m6!1s0x3a525c622e93d64b:0x58d26c259f935ebe!8m2!3d12.915099!4d80.2297559!16s%2Fg%2F11b6z_x3yb!19sChIJS9aTLmJcUjoRvl6TnyVs0lg?authuser=0&hl=en&rclk=1"
SRM HOSPITAL,3.5,(138),044 2474 4727,https://srmhospitals.org/,https://www.google.com/maps/place/SRM+HOSPITAL/data=!4m7!3m6!1s0x3a525dfd8d7d872f:0xfbe05ace5de660c!8m2!3d13.0418126!4d80.2247068!16s%2Fg%2F12q4q4qc6!19sChIJL4d9jf1dUjoRDGbe5awFvg8?authuser=0&hl=en&rclk=1
SUDAR HOSPITALS,2.7,(122),044 2223 5211,https://sudarhospital.in/,https://www.google.com/maps/place/SUDAR+HOSPITALS/data=!4m7!3m6!1s0x3a525faaeda04253:0x9f1e48112dd407b6!8m2!3d12.9422327!4d80.1408142!16s%2Fg%2F11gzlhr_8!19sChIJU0Kg7apfUjoRtgfULRFIHp8?authuser=0&hl=en&rclk=1
Chettinad Multispecility Hospital,4.4,(261),098410 17000,https://www.chettinadhealthcare.com/karapakkam-multi-specialty-hospital,https://www.google.com/maps/place/Chettinad+Multispecility+Hospital/data=!4m7!3m6!1s0x3a525ddf1d052efb:0xb9e9ed146eda663c!8m2!3d12.9109531!4d80.2287232!16s%2Fg%2F11gm7_d7pf!19sChIJ-y4FHd9dUjoRPGbabhTt6bk?authuser=0&hl=en&rclk=1
"Apollo Hospital, Greams Road Canteen",4.4,"(1,778)",044 4040 1066,https://www.apollohospitals.com/chennai/hospitals/greams-road/,"https://www.google.com/maps/place/Apollo+Hospital,+Greams+Road+Canteen/data=!4m7!3m6!1s0x3a5267f1b2648f9d:0xe0faa05134c5628d!8m2!3d13.063233!4d80.2515152!16s%2Fg%2F11h3mrmv1c!19sChIJnY9ksvFnUjoRjWLFNFGg-uA?authuser=0&hl=en&rclk=1"
Sri Devi Hospital,3.9,(341),,http://www.sridevihospital.com/,https://www.google.com/maps/place/Sri+Devi+Hospital/data=!4m7!3m6!1s0x3a52641aeebe70ed:0x6ee0d3576d59cb48!8m2!3d13.0889129!4d80.1994407!16s%2Fg%2F1tfr8m4_!19sChIJ7XC-7hpkUjoRSMtZbVfT4G4?authuser=0&hl=en&rclk=1
